Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,TotalPrice
500086,85099B,JUMBO BAG RED RETROSPOT,5,2024-08-02 00:00:00,1.79,20018.0,United Kingdom,8.95
500086,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2024-08-02 00:00:00,1.69,20018.0,United Kingdom,3.38
500087,POST,POSTAGE,2,2025-12-19 00:00:00,18.0,20019.0,United Kingdom,36.0
500087,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2025-12-19 00:00:00,1.69,20019.0,United Kingdom,40.56
500087,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2025-12-19 00:00:00,2.55,20019.0,United Kingdom,61.2
500088,22197,POPCORN HOLDER,5,2025-11-04 00:00:00,0.85,20019.0,United Kingdom,4.25
500089,22960,JAM MAKING SET WITH JARS,24,2025-07-28 00:00:00,2.55,20019.0,United Kingdom,61.2
500090,22423,REGENCY CAKESTAND 3 TIER,1,2025-06-11 00:00:00,12.75,20019.0,United Kingdom,12.75
500091,85099B,JUMBO BAG RED RETROSPOT,24,2025-07-30 00:00:00,1.79,20019.0,United Kingdom,42.96
500091,22960,JAM MAKING SET WITH JARS,1,2025-07-30 00:00:00,2.55,20019.0,United Kingdom,2.55
500091,22960,JAM MAKING SET WITH JARS,2,2025-07-30 00:00:00,2.55,20019.0,United Kingdom,5.1
500092,22960,JAM MAKING SET WITH JARS,48,2025-10-02 00:00:00,2.55,20019.0,United Kingdom,122.4
500092,20725,LUNCH BAG RED RETROSPOT,1,2025-10-02 00:00:00,1.65,20019.0,United Kingdom,1.65
500093,22960,JAM MAKING SET WITH JARS,24,2025-07-06 00:00:00,2.55,20019.0,United Kingdom,61.2
500093,22423,REGENCY CAKESTAND 3 TIER,48,2025-07-06 00:00:00,12.75,20019.0,United Kingdom,612.0
500094,22197,POPCORN HOLDER,5,2025-09-16 00:00:00,0.85,20019.0,United Kingdom,4.25
500095,22423,REGENCY CAKESTAND 3 TIER,5,2025-06-15 00:00:00,12.75,20019.0,United Kingdom,63.75
500095,20725,LUNCH BAG RED RETROSPOT,5,2025-06-15 00:00:00,1.65,20019.0,United Kingdom,8.25
500095,22197,POPCORN HOLDER,2,2025-06-15 00:00:00,0.85,20019.0,United Kingdom,1.7
500095,22960,JAM MAKING SET WITH JARS,10,2025-06-15 00:00:00,2.55,20019.0,United Kingdom,25.5
500095,22960,JAM MAKING SET WITH JARS,1,2025-06-15 00:00:00,2.55,20019.0,United Kingdom,2.55
500096,22423,REGENCY CAKESTAND 3 TIER,5,2025-06-01 00:00:00,12.75,20019.0,United Kingdom,63.75
500097,22960,JAM MAKING SET WITH JARS,24,2025-11-18 00:00:00,2.55,20019.0,United Kingdom,61.2
500097,22423,REGENCY CAKESTAND 3 TIER,5,2025-11-18 00:00:00,12.75,20019.0,United Kingdom,63.75
500097,22960,JAM MAKING SET WITH JARS,48,2025-11-18 00:00:00,2.55,20019.0,United Kingdom,122.4
500098,20725,LUNCH BAG RED RETROSPOT,10,2025-11-29 00:00:00,1.65,20019.0,United Kingdom,16.5
500099,85099B,JUMBO BAG RED RETROSPOT,2,2025-03-26 00:00:00,1.79,20019.0,United Kingdom,3.58
500099,85099B,JUMBO BAG RED RETROSPOT,10,2025-03-26 00:00:00,1.79,20019.0,United Kingdom,17.9
500099,20725,LUNCH BAG RED RETROSPOT,1,2025-03-26 00:00:00,1.65,20019.0,United Kingdom,1.65
500099,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2025-03-26 00:00:00,2.55,20019.0,United Kingdom,12.75
500100,47566,PARTY BUNTING,2,2025-07-30 00:00:00,4.95,20019.0,United Kingdom,9.9
500100,20725,LUNCH BAG RED RETROSPOT,1,2025-07-30 00:00:00,1.65,20019.0,United Kingdom,1.65
500101,20725,LUNCH BAG RED RETROSPOT,24,2025-04-23 00:00:00,1.65,20020.0,United Kingdom,39.6
500101,20725,LUNCH BAG RED RETROSPOT,5,2025-04-23 00:00:00,1.65,20020.0,United Kingdom,8.25
500101,POST,POSTAGE,48,2025-04-23 00:00:00,18.0,20020.0,United Kingdom,864.0
500102,22423,REGENCY CAKESTAND 3 TIER,1,2025-03-29 00:00:00,12.75,20020.0,United Kingdom,12.75
500102,22960,JAM MAKING SET WITH JARS,10,2025-03-29 00:00:00,2.55,20020.0,United Kingdom,25.5
500102,47566,PARTY BUNTING,5,2025-03-29 00:00:00,4.95,20020.0,United Kingdom,24.75
500102,22197,POPCORN HOLDER,10,2025-03-29 00:00:00,0.85,20020.0,United Kingdom,8.5
500102,POST,POSTAGE,24,2025-03-29 00:00:00,18.0,20020.0,United Kingdom,432.0
500103,85099B,JUMBO BAG RED RETROSPOT,2,2024-12-01 00:00:00,1.79,20020.0,United Kingdom,3.58
500103,85099B,JUMBO BAG RED RETROSPOT,1,2024-12-01 00:00:00,1.79,20020.0,United Kingdom,1.79
500104,20725,LUNCH BAG RED RETROSPOT,48,2024-10-14 00:00:00,1.65,20020.0,United Kingdom,79.2
500104,22960,JAM MAKING SET WITH JARS,1,2024-10-14 00:00:00,2.55,20020.0,United Kingdom,2.55
500104,85099B,JUMBO BAG RED RETROSPOT,5,2024-10-14 00:00:00,1.79,20020.0,United Kingdom,8.95
500104,47566,PARTY BUNTING,2,2024-10-14 00:00:00,4.95,20020.0,United Kingdom,9.9
500104,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2024-10-14 00:00:00,2.55,20020.0,United Kingdom,61.2
500105,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2024-09-08 00:00:00,2.55,20020.0,United Kingdom,12.75
500105,84879,ASSORTED COLOUR BIRD ORNAMENT,48,2024-09-08 00:00:00,1.69,20020.0,United Kingdom,81.12
500106,85099B,JUMBO BAG RED RETROSPOT,1,2025-02-23 00:00:00,1.79,20020.0,United Kingdom,1.79
500106,47566,PARTY BUNTING,48,2025-02-23 00:00:00,4.95,20020.0,United Kingdom,237.6
500106,20725,LUNCH BAG RED RETROSPOT,2,2025-02-23 00:00:00,1.65,20020.0,United Kingdom,3.3
500106,85099B,JUMBO BAG RED RETROSPOT,5,2025-02-23 00:00:00,1.79,20020.0,United Kingdom,8.95
500106,85099B,JUMBO BAG RED RETROSPOT,5,2025-02-23 00:00:00,1.79,20020.0,United Kingdom,8.95
500107,22197,POPCORN HOLDER,1,2024-07-24 00:00:00,0.85,20021.0,United Kingdom,0.85
500108,POST,POSTAGE,5,2025-11-21 00:00:00,18.0,20022.0,United Kingdom,90.0
500108,20725,LUNCH BAG RED RETROSPOT,2,2025-11-21 00:00:00,1.65,20022.0,United Kingdom,3.3
500108,22423,REGENCY CAKESTAND 3 TIER,48,2025-11-21 00:00:00,12.75,20022.0,United Kingdom,612.0
500108,20725,LUNCH BAG RED RETROSPOT,10,2025-11-21 00:00:00,1.65,20022.0,United Kingdom,16.5
500109,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2025-01-05 00:00:00,2.55,20022.0,United Kingdom,5.1
500109,22197,POPCORN HOLDER,24,2025-01-05 00:00:00,0.85,20022.0,United Kingdom,20.4
500109,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2025-01-05 00:00:00,1.69,20022.0,United Kingdom,3.38
500109,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2025-01-05 00:00:00,1.69,20022.0,United Kingdom,3.38
500109,22197,POPCORN HOLDER,5,2025-01-05 00:00:00,0.85,20022.0,United Kingdom,4.25
500110,POST,POSTAGE,5,2025-01-23 00:00:00,18.0,20022.0,United Kingdom,90.0
500111,85099B,JUMBO BAG RED RETROSPOT,24,2025-03-30 00:00:00,1.79,20023.0,United Kingdom,42.96
500111,85099B,JUMBO BAG RED RETROSPOT,24,2025-03-30 00:00:00,1.79,20023.0,United Kingdom,42.96
500111,47566,PARTY BUNTING,5,2025-03-30 00:00:00,4.95,20023.0,United Kingdom,24.75
500112,85099B,JUMBO BAG RED RETROSPOT,5,2024-07-17 00:00:00,1.79,20023.0,United Kingdom,8.95
500112,22960,JAM MAKING SET WITH JARS,2,2024-07-17 00:00:00,2.55,20023.0,United Kingdom,5.1
500112,20725,LUNCH BAG RED RETROSPOT,48,2024-07-17 00:00:00,1.65,20023.0,United Kingdom,79.2
500112,22960,JAM MAKING SET WITH JARS,2,2024-07-17 00:00:00,2.55,20023.0,United Kingdom,5.1
500112,47566,PARTY BUNTING,2,2024-07-17 00:00:00,4.95,20023.0,United Kingdom,9.9
500113,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2025-04-08 00:00:00,2.55,20023.0,United Kingdom,2.55
500113,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2025-04-08 00:00:00,2.55,20023.0,United Kingdom,5.1
500114,22960,JAM MAKING SET WITH JARS,2,2024-10-28 00:00:00,2.55,20023.0,United Kingdom,5.1
500114,85099B,JUMBO BAG RED RETROSPOT,2,2024-10-28 00:00:00,1.79,20023.0,United Kingdom,3.58
500114,20725,LUNCH BAG RED RETROSPOT,24,2024-10-28 00:00:00,1.65,20023.0,United Kingdom,39.6
500115,47566,PARTY BUNTING,2,2024-11-30 00:00:00,4.95,20023.0,United Kingdom,9.9
500115,47566,PARTY BUNTING,5,2024-11-30 00:00:00,4.95,20023.0,United Kingdom,24.75
500115,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2024-11-30 00:00:00,2.55,20023.0,United Kingdom,25.5
500115,POST,POSTAGE,1,2024-11-30 00:00:00,18.0,20023.0,United Kingdom,18.0
500116,22197,POPCORN HOLDER,5,2024-08-09 00:00:00,0.85,20023.0,United Kingdom,4.25
500116,22423,REGENCY CAKESTAND 3 TIER,2,2024-08-09 00:00:00,12.75,20023.0,United Kingdom,25.5
500117,47566,PARTY BUNTING,5,2024-12-12 00:00:00,4.95,20023.0,United Kingdom,24.75
500117,84879,ASSORTED COLOUR BIRD ORNAMENT,10,2024-12-12 00:00:00,1.69,20023.0,United Kingdom,16.9
500117,22960,JAM MAKING SET WITH JARS,24,2024-12-12 00:00:00,2.55,20023.0,United Kingdom,61.2
500117,85123A,WHITE HANGING HEART T-LIGHT HOLDER,48,2024-12-12 00:00:00,2.55,20023.0,United Kingdom,122.4
500117,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2024-12-12 00:00:00,1.69,20023.0,United Kingdom,8.45
500118,22423,REGENCY CAKESTAND 3 TIER,24,2025-04-13 00:00:00,12.75,20023.0,United Kingdom,306.0
500118,47566,PARTY BUNTING,1,2025-04-13 00:00:00,4.95,20023.0,United Kingdom,4.95
500119,47566,PARTY BUNTING,2,2025-02-18 00:00:00,4.95,20023.0,United Kingdom,9.9
500119,47566,PARTY BUNTING,48,2025-02-18 00:00:00,4.95,20023.0,United Kingdom,237.6
500119,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2025-02-18 00:00:00,1.69,20023.0,United Kingdom,1.69
500119,22197,POPCORN HOLDER,10,2025-02-18 00:00:00,0.85,20023.0,United Kingdom,8.5
500119,20725,LUNCH BAG RED RETROSPOT,24,2025-02-18 00:00:00,1.65,20023.0,United Kingdom,39.6
500120,85099B,JUMBO BAG RED RETROSPOT,24,2025-12-20 00:00:00,1.79,20024.0,United Kingdom,42.96
500120,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2025-12-20 00:00:00,1.69,20024.0,United Kingdom,8.45
500120,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2025-12-20 00:00:00,2.55,20024.0,United Kingdom,5.1
500121,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2025-02-20 00:00:00,1.69,20025.0,EIRE,1.69
500121,85099B,JUMBO BAG RED RETROSPOT,10,2025-02-20 00:00:00,1.79,20025.0,EIRE,17.9
500121,22423,REGENCY CAKESTAND 3 TIER,10,2025-02-20 00:00:00,12.75,20025.0,EIRE,127.5
500121,22197,POPCORN HOLDER,10,2025-02-20 00:00:00,0.85,20025.0,EIRE,8.5
500121,85099B,JUMBO BAG RED RETROSPOT,1,2025-02-20 00:00:00,1.79,20025.0,EIRE,1.79
500122,22423,REGENCY CAKESTAND 3 TIER,10,2024-11-27 00:00:00,12.75,20025.0,EIRE,127.5
500122,22960,JAM MAKING SET WITH JARS,5,2024-11-27 00:00:00,2.55,20025.0,EIRE,12.75
500122,20725,LUNCH BAG RED RETROSPOT,10,2024-11-27 00:00:00,1.65,20025.0,EIRE,16.5
500123,22960,JAM MAKING SET WITH JARS,1,2025-02-24 00:00:00,2.55,20026.0,United Kingdom,2.55
500124,47566,PARTY BUNTING,1,2024-07-09 00:00:00,4.95,20026.0,United Kingdom,4.95
500124,POST,POSTAGE,1,2024-07-09 00:00:00,18.0,20026.0,United Kingdom,18.0
500124,POST,POSTAGE,48,2024-07-09 00:00:00,18.0,20026.0,United Kingdom,864.0
500124,20725,LUNCH BAG RED RETROSPOT,24,2024-07-09 00:00:00,1.65,20026.0,United Kingdom,39.6
500125,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2024-12-16 00:00:00,2.55,20026.0,United Kingdom,61.2
500125,22423,REGENCY CAKESTAND 3 TIER,48,2024-12-16 00:00:00,12.75,20026.0,United Kingdom,612.0
500125,22423,REGENCY CAKESTAND 3 TIER,48,2024-12-16 00:00:00,12.75,20026.0,United Kingdom,612.0
500126,85099B,JUMBO BAG RED RETROSPOT,1,2024-10-18 00:00:00,1.79,20026.0,United Kingdom,1.79
500126,POST,POSTAGE,1,2024-10-18 00:00:00,18.0,20026.0,United Kingdom,18.0
500126,22197,POPCORN HOLDER,5,2024-10-18 00:00:00,0.85,20026.0,United Kingdom,4.25
500127,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2024-10-12 00:00:00,2.55,20026.0,United Kingdom,25.5
500128,47566,PARTY BUNTING,1,2025-01-20 00:00:00,4.95,20026.0,United Kingdom,4.95
500128,22197,POPCORN HOLDER,2,2025-01-20 00:00:00,0.85,20026.0,United Kingdom,1.7
500128,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2025-01-20 00:00:00,2.55,20026.0,United Kingdom,5.1
500128,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2025-01-20 00:00:00,2.55,20026.0,United Kingdom,2.55
500129,POST,POSTAGE,2,2024-11-13 00:00:00,18.0,20026.0,United Kingdom,36.0
500129,POST,POSTAGE,2,2024-11-13 00:00:00,18.0,20026.0,United Kingdom,36.0
500129,22423,REGENCY CAKESTAND 3 TIER,2,2024-11-13 00:00:00,12.75,20026.0,United Kingdom,25.5
500129,22960,JAM MAKING SET WITH JARS,10,2024-11-13 00:00:00,2.55,20026.0,United Kingdom,25.5
500130,POST,POSTAGE,1,2025-12-30 00:00:00,18.0,20027.0,United Kingdom,18.0
500131,22197,POPCORN HOLDER,2,2025-10-31 00:00:00,0.85,20028.0,United Kingdom,1.7
500131,47566,PARTY BUNTING,48,2025-10-31 00:00:00,4.95,20028.0,United Kingdom,237.6
500132,POST,POSTAGE,2,2025-09-03 00:00:00,18.0,20028.0,United Kingdom,36.0
500132,POST,POSTAGE,2,2025-09-03 00:00:00,18.0,20028.0,United Kingdom,36.0
500132,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2025-09-03 00:00:00,1.69,20028.0,United Kingdom,1.69
500132,22423,REGENCY CAKESTAND 3 TIER,48,2025-09-03 00:00:00,12.75,20028.0,United Kingdom,612.0
500133,85099B,JUMBO BAG RED RETROSPOT,24,2025-08-26 00:00:00,1.79,20028.0,United Kingdom,42.96
500133,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2025-08-26 00:00:00,1.69,20028.0,United Kingdom,3.38
500133,84879,ASSORTED COLOUR BIRD ORNAMENT,48,2025-08-26 00:00:00,1.69,20028.0,United Kingdom,81.12
500133,47566,PARTY BUNTING,24,2025-08-26 00:00:00,4.95,20028.0,United Kingdom,118.8
500134,22960,JAM MAKING SET WITH JARS,5,2025-04-18 00:00:00,2.55,20028.0,United Kingdom,12.75
500134,22423,REGENCY CAKESTAND 3 TIER,48,2025-04-18 00:00:00,12.75,20028.0,United Kingdom,612.0
500134,22423,REGENCY CAKESTAND 3 TIER,5,2025-04-18 00:00:00,12.75,20028.0,United Kingdom,63.75
500134,POST,POSTAGE,24,2025-04-18 00:00:00,18.0,20028.0,United Kingdom,432.0
500134,22197,POPCORN HOLDER,1,2025-04-18 00:00:00,0.85,20028.0,United Kingdom,0.85
500135,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2025-05-27 00:00:00,1.69,20028.0,United Kingdom,8.45
500135,POST,POSTAGE,1,2025-05-27 00:00:00,18.0,20028.0,United Kingdom,18.0
500135,22960,JAM MAKING SET WITH JARS,10,2025-05-27 00:00:00,2.55,20028.0,United Kingdom,25.5
500135,85123A,WHITE HANGING HEART T-LIGHT HOLDER,48,2025-05-27 00:00:00,2.55,20028.0,United Kingdom,122.4
500136,20725,LUNCH BAG RED RETROSPOT,10,2025-12-21 00:00:00,1.65,20029.0,United Kingdom,16.5
500136,47566,PARTY BUNTING,10,2025-12-21 00:00:00,4.95,20029.0,United Kingdom,49.5
500136,22197,POPCORN HOLDER,2,2025-12-21 00:00:00,0.85,20029.0,United Kingdom,1.7
500136,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2025-12-21 00:00:00,2.55,20029.0,United Kingdom,12.75
500137,22423,REGENCY CAKESTAND 3 TIER,10,2025-04-17 00:00:00,12.75,20029.0,United Kingdom,127.5
500137,22423,REGENCY CAKESTAND 3 TIER,2,2025-04-17 00:00:00,12.75,20029.0,United Kingdom,25.5
500137,47566,PARTY BUNTING,48,2025-04-17 00:00:00,4.95,20029.0,United Kingdom,237.6
500137,22960,JAM MAKING SET WITH JARS,2,2025-04-17 00:00:00,2.55,20029.0,United Kingdom,5.1
500137,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2025-04-17 00:00:00,1.69,20029.0,United Kingdom,8.45
500138,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2025-04-20 00:00:00,1.69,20029.0,United Kingdom,40.56
500138,22423,REGENCY CAKESTAND 3 TIER,24,2025-04-20 00:00:00,12.75,20029.0,United Kingdom,306.0
500138,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2025-04-20 00:00:00,2.55,20029.0,United Kingdom,12.75
500138,22197,POPCORN HOLDER,10,2025-04-20 00:00:00,0.85,20029.0,United Kingdom,8.5
500138,22960,JAM MAKING SET WITH JARS,2,2025-04-20 00:00:00,2.55,20029.0,United Kingdom,5.1
500139,22960,JAM MAKING SET WITH JARS,24,2025-12-06 00:00:00,2.55,20029.0,United Kingdom,61.2
500139,20725,LUNCH BAG RED RETROSPOT,48,2025-12-06 00:00:00,1.65,20029.0,United Kingdom,79.2
500140,22197,POPCORN HOLDER,1,2025-11-08 00:00:00,0.85,20029.0,United Kingdom,0.85
500140,47566,PARTY BUNTING,2,2025-11-08 00:00:00,4.95,20029.0,United Kingdom,9.9
500140,22960,JAM MAKING SET WITH JARS,48,2025-11-08 00:00:00,2.55,20029.0,United Kingdom,122.4
500140,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2025-11-08 00:00:00,2.55,20029.0,United Kingdom,12.75
500141,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2025-11-25 00:00:00,1.69,20029.0,United Kingdom,40.56
500141,20725,LUNCH BAG RED RETROSPOT,1,2025-11-25 00:00:00,1.65,20029.0,United Kingdom,1.65
500142,22960,JAM MAKING SET WITH JARS,5,2025-07-13 00:00:00,2.55,20029.0,United Kingdom,12.75
500142,84879,ASSORTED COLOUR BIRD ORNAMENT,48,2025-07-13 00:00:00,1.69,20029.0,United Kingdom,81.12
500142,85099B,JUMBO BAG RED RETROSPOT,1,2025-07-13 00:00:00,1.79,20029.0,United Kingdom,1.79
500142,20725,LUNCH BAG RED RETROSPOT,10,2025-07-13 00:00:00,1.65,20029.0,United Kingdom,16.5
500142,22197,POPCORN HOLDER,5,2025-07-13 00:00:00,0.85,20029.0,United Kingdom,4.25
500143,POST,POSTAGE,10,2025-12-19 00:00:00,18.0,20029.0,United Kingdom,180.0
500144,20725,LUNCH BAG RED RETROSPOT,24,2025-08-21 00:00:00,1.65,20029.0,United Kingdom,39.6
500144,20725,LUNCH BAG RED RETROSPOT,1,2025-08-21 00:00:00,1.65,20029.0,United Kingdom,1.65
500144,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2025-08-21 00:00:00,2.55,20029.0,United Kingdom,25.5
500145,47566,PARTY BUNTING,2,2025-07-21 00:00:00,4.95,20029.0,United Kingdom,9.9
500145,22423,REGENCY CAKESTAND 3 TIER,1,2025-07-21 00:00:00,12.75,20029.0,United Kingdom,12.75
500145,20725,LUNCH BAG RED RETROSPOT,10,2025-07-21 00:00:00,1.65,20029.0,United Kingdom,16.5
500145,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2025-07-21 00:00:00,2.55,20029.0,United Kingdom,12.75
500146,20725,LUNCH BAG RED RETROSPOT,1,2025-04-25 00:00:00,1.65,20029.0,United Kingdom,1.65
500146,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2025-04-25 00:00:00,2.55,20029.0,United Kingdom,12.75
500146,47566,PARTY BUNTING,24,2025-04-25 00:00:00,4.95,20029.0,United Kingdom,118.8
500147,22423,REGENCY CAKESTAND 3 TIER,1,2025-05-28 00:00:00,12.75,20029.0,United Kingdom,12.75
500147,22423,REGENCY CAKESTAND 3 TIER,24,2025-05-28 00:00:00,12.75,20029.0,United Kingdom,306.0
500147,85099B,JUMBO BAG RED RETROSPOT,5,2025-05-28 00:00:00,1.79,20029.0,United Kingdom,8.95
500148,22960,JAM MAKING SET WITH JARS,48,2025-03-11 00:00:00,2.55,20029.0,United Kingdom,122.4
500148,47566,PARTY BUNTING,2,2025-03-11 00:00:00,4.95,20029.0,United Kingdom,9.9
500148,22960,JAM MAKING SET WITH JARS,2,2025-03-11 00:00:00,2.55,20029.0,United Kingdom,5.1
500148,20725,LUNCH BAG RED RETROSPOT,1,2025-03-11 00:00:00,1.65,20029.0,United Kingdom,1.65
500149,POST,POSTAGE,24,2025-04-05 00:00:00,18.0,20029.0,United Kingdom,432.0
500149,POST,POSTAGE,2,2025-04-05 00:00:00,18.0,20029.0,United Kingdom,36.0
500149,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2025-04-05 00:00:00,2.55,20029.0,United Kingdom,5.1
500149,22423,REGENCY CAKESTAND 3 TIER,2,2025-04-05 00:00:00,12.75,20029.0,United Kingdom,25.5
500149,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2025-04-05 00:00:00,2.55,20029.0,United Kingdom,5.1
500150,22197,POPCORN HOLDER,1,2024-07-18 00:00:00,0.85,20030.0,United Kingdom,0.85
500150,47566,PARTY BUNTING,1,2024-07-18 00:00:00,4.95,20030.0,United Kingdom,4.95
500150,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2024-07-18 00:00:00,2.55,20030.0,United Kingdom,12.75
500151,20725,LUNCH BAG RED RETROSPOT,1,2024-01-04 00:00:00,1.65,20030.0,United Kingdom,1.65
500151,22423,REGENCY CAKESTAND 3 TIER,2,2024-01-04 00:00:00,12.75,20030.0,United Kingdom,25.5
500151,POST,POSTAGE,1,2024-01-04 00:00:00,18.0,20030.0,United Kingdom,18.0
500151,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2024-01-04 00:00:00,2.55,20030.0,United Kingdom,2.55
500151,85099B,JUMBO BAG RED RETROSPOT,24,2024-01-04 00:00:00,1.79,20030.0,United Kingdom,42.96
